SpMax_L,F04[C-N],C%,nO,HyWi_B(m),LOC,SM6_L,F03[C-O],Me,Mi,nN-N,nArNO2,nCRX3,SpPosA_B(p),nCIR,B01[C-Br],B03[C-Cl],N-073,SpMax_A,Psi_i_1d,B04[C-Br],SdO,TI2_L,Class*
5.325,2,50,2,4.049,0.789,10.761,6,1.114,1.095,0,0,0,1.331,3,0,1,0,2.534,0,0,22.671,1.13,0
4.923,0,47.1,1,3.392,0.664,9.946,2,1.011,1.107,0,0,0,1.271,2,0,1,0,2.387,-0.007,0,0,1.563,0
4.782,2,30.8,2,3.243,1.273,9.947,4,0.998,1.147,0,0,0,1.141,1,0,0,0,2.251,-0.007,0,10.518,1.951,0
2,0,0,0,1.544,0,4.174,0,1.015,1.235,1,0,0,0.863,0,0,0,0,1,-1.099,0,0,1,0
4.214,0,33.3,0,2.582,1.459,8.755,0,0.961,1.138,0,0,0,1.27,0,0,0,0,1.902,-0.197,0,0,2.052,0
3.902,0,30.8,0,3.401,2.322,8.881,0,0.985,1.139,0,0,0,1.241,0,0,1,0,1.919,-0.022,0,0,4.086,0
5.164,0,27.3,0,3.525,1.379,9.874,0,1.075,1.131,0,0,0,1.305,0,0,1,0,2.136,0.138,0,0,1.496,0
5.646,0,25,0,3.543,0.811,10.505,0,1.27,1.262,0,0,2,1.119,0,0,0,0,2.303,-0.099,0,0,1.411,0
4.17,0,33.3,0,3.245,0.971,8.597,0,1.123,1.11,0,0,0,1.38,0,0,0,0,1.848,0.414,0,0,1.542,0
4.496,3,30,0,3.287,2.237,9.519,0,0.965,1.147,0,0,0,1.197,0,0,0,0,2.101,0.003,0,0,2.551,0
4.253,2,27.8,0,3.226,2.252,9.598,0,0.97,1.155,0,0,0,1.191,0,0,0,0,2,-0.007,0,0,4.596,0
4.303,0,23.5,1,2.587,1.459,8.815,2,0.991,1.164,0,0,0,1.072,0,0,0,0,1.932,-0.222,0,0,1.745,0
5.164,0,26.3,2,2.756,1.379,9.874,6,0.998,1.153,0,0,0,1.091,0,0,0,0,2.136,0.131,0,0,1.496,0
5.303,0,26.1,3,3.01,1.392,10.053,9,1.007,1.154,0,0,0,1.079,0,0,0,0,2.236,0.044,0,0,1.164,0
5.098,0,26.1,1,2.859,1.5,9.872,0,0.983,1.157,0,0,0,1.138,0,0,0,0,2.112,-0.073,0,0,2.472,0
4.438,0,26.1,1,2.85,1.561,9.104,0,0.983,1.157,0,0,0,1.122,0,0,0,0,2.029,-0.073,0,0,2.054,0
5.236,0,23.8,2,2.89,1.406,9.967,4,1.003,1.162,0,0,0,1.066,0,0,0,0,2.189,-0.078,0,0,1.309,0
4.491,2,28.6,1,3.231,2.23,9.449,0,0.976,1.151,0,0,0,1.166,0,0,0,0,2.093,-0.007,0,0,2.764,0
3.879,0,29.6,1,2.938,2.281,8.743,2,0.973,1.146,0,0,0,1.169,0,0,0,0,1.902,0.04,0,0,3.685,0
5.283,0,29.6,4,3.781,2.161,11.219,14,0.988,1.146,0,0,0,1.164,0,0,0,0,2.298,0,0,0,5.013,0
5.333,0,25.6,7,3.66,2.027,10.771,24,1.026,1.155,0,0,0,1.068,0,0,0,0,2.303,0,0,0,3.918,0
4.482,0,27.3,4,3.368,2.192,9.868,3,1.004,1.151,0,0,0,1.107,0,0,0,0,2.098,0.004,0,0,4.063,0
4.412,4,32.2,2,4.479,4.297,10.675,4,0.971,1.142,0,0,0,1.198,0,0,0,0,2.086,0,0,24.053,15.507,0
4.38,4,23.1,2,3.343,2.252,9.65,2,1.018,1.173,2,0,0,1.115,0,0,0,0,2.047,-0.008,0,21.129,4.178,0
4.947,0,28.6,4,4.298,1.371,9.956,4,1.101,1.126,0,0,0,1.246,0,1,0,0,2.214,-0.028,0,20.21,2.232,0
4.675,0,27.3,6,3.49,1.776,10.007,0,1.073,1.155,0,0,0,1.099,0,0,0,0,2.175,0.005,0,30.436,2.211,0
5.182,0,21.1,2,3.463,1.837,9.966,2,1.007,1.119,0,0,0,1.35,0,0,0,0,2.175,0.045,0,0,2.244,0
5.602,0,20.7,1,3.361,1.241,10.509,6,0.989,1.164,0,0,0,1.231,0,0,0,0,2.376,0.013,0,12.09,1.357,0
5.27,0,25.7,4,5.27,2.388,10.649,12,1.039,1.119,0,0,0,1.379,0,1,0,0,2.284,0,0,12.499,3.036,0
5.184,0,25,4,3.503,2.47,10.126,8,1.004,1.147,0,0,0,1.158,0,0,0,0,2.194,0.004,0,11.075,3.798,0
5.509,0,29.6,1,5.083,2.383,10.95,6,0.961,1.132,0,0,0,1.397,0,0,0,0,2.414,0,0,0,3.022,0
5.349,0,29.8,2,4.494,2.184,10.42,3,0.973,1.134,0,0,0,1.343,0,0,0,0,2.318,0,0,11.379,1.951,0
5.333,0,31.7,0,4.785,3.105,10.724,0,0.959,1.136,0,0,0,1.292,0,0,0,0,2.309,0,0,0,3.559,0
4.481,0,36,0,3.135,1.895,9.292,0,0.971,1.136,0,0,0,1.285,0,0,0,0,2.074,-0.024,0,0,2.02,0
5.333,0,27.9,5,3.631,2.027,10.771,18,1.003,1.15,0,0,0,1.107,0,0,0,0,2.303,0,0,0,3.918,0
5.511,0,48,2,4.046,0.732,10.806,8,1.032,1.092,0,0,0,1.347,2,0,1,0,2.42,0,0,24.34,2.731,0
5.138,0,46.7,2,3.792,1.124,10.297,4,1.085,1.1,0,0,0,1.31,1,0,1,0,2.368,0.004,0,10.567,1.45,0
4.732,1,40,0,3.08,1.187,9.642,0,0.976,1.129,0,0,0,1.27,1,0,0,0,2.194,-0.024,0,0,1.659,0
4.912,2,40,0,3.087,0.881,9.863,0,0.976,1.129,0,0,0,1.286,1,0,0,0,2.264,-0.024,0,0,0.95,0
4.732,3,40,0,3.087,0.881,9.803,0,0.976,1.129,0,0,0,1.298,1,0,0,0,2.236,-0.024,0,0,0.95,0
4.616,1,39.1,0,3.168,1.461,9.69,0,0.974,1.13,0,0,0,1.27,1,0,0,0,2.203,0.013,0,0,2.063,0
4.783,1,40,0,3.08,1.187,9.668,0,0.976,1.129,0,0,0,1.273,1,0,0,0,2.222,-0.024,0,0,1.358,0
4.75,5,40.9,0,3.859,1.491,10.536,0,0.976,1.126,0,0,0,1.282,2,0,0,1,2.285,0,0,0,4.361,0
4.739,3,42.9,0,3.72,1.085,10.361,0,0.979,1.123,0,0,0,1.288,2,0,0,1,2.279,0,0,0,3.551,0
4.88,1,40,2,3.6,0,10.272,0,0.998,1.127,0,0,0,1.195,3,0,0,0,2.375,0,0,0,2.221,0
4.596,2,37.5,0,2.997,0.875,9.54,0,0.991,1.14,0,0,0,1.254,1,0,0,0,2.175,0.045,0,0,1.069,0
4.596,1,42.9,0,3.202,0.875,9.54,0,1.005,1.121,0,0,0,1.316,1,0,1,0,2.175,0.045,0,0,1.069,0
4.732,1,42.9,0,3.202,0.875,9.579,0,1.005,1.121,0,0,0,1.312,1,0,1,0,2.194,0.045,0,0,0.854,0
4.77,1,39.1,0,3.175,1.185,9.882,0,0.974,1.13,0,0,0,1.27,1,0,0,0,2.236,0.013,0,0,1.74,0
5.005,1,39.4,2,3.657,0.5,10.424,0,0.995,1.128,0,0,0,1.204,3,0,0,0,2.396,0,0,0,2.271,0
4.796,2,41.2,2,3.278,1.185,9.882,4,1.024,1.127,0,1,0,1.253,1,0,0,0,2.243,0.015,0,20.317,1.686,0
4.923,1,41.2,2,3.278,1.185,9.911,4,1.024,1.127,0,1,0,1.254,1,0,0,0,2.267,0.015,0,20.455,1.563,0
4.77,1,41.2,2,3.278,1.185,9.882,4,1.024,1.127,0,1,0,1.253,1,0,0,0,2.236,0.015,0,20.236,1.74,0
4.912,0,42.1,1,3.1,0.881,9.863,4,0.987,1.12,0,0,0,1.271,1,0,0,0,2.264,-0.024,0,0,0.95,0
5.027,0,40.9,1,3.193,0.861,10.084,4,0.983,1.123,0,0,0,1.269,1,0,0,0,2.318,0.013,0,0,0.984,0
4.845,3,38.1,1,3.198,1.185,9.902,2,0.993,1.133,0,0,0,1.241,1,0,0,0,2.267,0.014,0,0,1.393,0
4.732,0,50,1,3.558,0.544,10.15,4,0.986,1.104,0,0,0,1.31,2,0,0,0,2.264,-0.001,0,0,2.919,0
5.979,5,37.5,4,4.672,1.621,11.98,10,1.033,1.162,0,0,1,1.152,2,0,0,0,2.508,0,0,24.703,7.425,0
5.369,8,32.4,5,4.22,1.315,11.166,12,1.044,1.134,0,0,0,1.236,2,0,0,0,2.374,0,0,45.922,4.369,0
4.856,0,40.9,3,3.613,1.662,10.15,3,1.033,1.12,0,0,0,1.234,1,0,1,0,2.281,-0.002,0,10.2,2.83,0
5.395,0,40,2,4.144,1.006,11.361,6,0.982,1.119,0,0,0,1.301,2,0,0,0,2.449,0,0,0,3.714,0
4.849,1,39.3,1,3.442,1.546,10.067,2,0.986,1.129,0,0,0,1.246,1,0,0,0,2.278,-0.002,0,10.413,2.303,0
5.268,6,57.1,0,4.005,1.197,10.51,0,1.099,1.085,0,0,0,1.399,1,0,1,0,2.439,0.001,0,0,1.098,0
5.313,2,35,2,3.484,1.16,10.388,4,1.018,1.125,0,0,0,1.27,1,0,0,0,2.311,-0.008,0,21.444,1.833,0
5.38,1,33.3,5,3.739,1.197,10.666,10,1.07,1.129,0,1,0,1.221,1,0,0,0,2.389,0.001,0,42.164,1.962,0
4.876,10,42.9,0,3.793,0.662,10.516,0,0.985,1.126,0,0,0,1.289,2,0,0,0,2.298,0,0,0,4.008,0
4.795,2,38.5,2,3.464,1.662,10.144,5,1.002,1.131,0,0,0,1.237,1,0,0,0,2.278,-0.002,0,10.87,2.609,0
4.814,0,33.3,0,5.219,0.76,10.54,0,0.999,1.112,0,0,0,1.452,1,1,0,0,2.247,0,1,0,1.366,0
4.821,0,36.4,2,3.183,0,10.081,4,0.998,1.132,0,0,0,1.147,4,0,0,0,2.487,0.004,0,0,1.669,0
5.256,0,37.5,1,3.163,0.861,10.335,2,0.98,1.13,0,0,0,1.277,1,0,0,0,2.327,0.012,0,11.013,1.037,0
5.105,0,35.6,7,4.024,1.009,10.889,18,1.022,1.134,0,0,0,1.153,2,0,0,0,2.381,0,0,46.833,4.315,0
5.312,0,38.5,4,4.151,1.773,10.862,15,0.993,1.123,0,0,0,1.258,2,0,0,0,2.351,0,0,13.18,3.749,0
5.718,3,45.7,0,4.802,1.11,11.097,0,0.977,1.09,0,0,0,1.471,3,0,0,0,2.527,0,0,0,1.942,0
5.301,0,33.3,4,4.046,2.058,10.721,7,1.011,1.115,0,0,0,1.309,1,0,0,0,2.36,0,0,12.071,2.598,0
5.446,1,40,4,4.116,1.197,10.882,12,1.018,1.111,0,1,0,1.308,2,0,0,0,2.397,0,0,21.296,3.431,0
4.65,0,42.3,1,3.361,1.758,9.82,2,0.981,1.12,0,0,0,1.276,1,0,0,0,2.224,0.004,0,10.332,2.705,0
5.236,0,46.2,1,3.967,0.799,10.434,2,1.123,1.09,0,0,0,1.352,1,0,1,0,2.414,0.004,0,0,0.873,0
5.188,0,40,1,5.069,1.781,10.7,4,1.026,1.093,0,0,0,1.461,1,1,0,0,2.35,0,1,0,3.228,0
4.985,0,38.7,1,3.408,0.569,10.158,3,0.977,1.127,0,0,0,1.236,2,0,0,0,2.327,0.001,0,11.653,2.096,0
5.512,0,40.4,4,4.013,1.555,10.927,4,0.998,1.124,0,0,0,1.227,2,0,0,0,2.426,0,0,0,4.054,0
5.349,0,49.2,1,4.332,0.541,11.225,3,0.977,1.106,0,0,0,1.312,4,0,0,0,2.5,0,0,0,2.737,0
5.535,0,41.2,2,5.587,1.707,11.349,6,1.017,1.097,0,0,0,1.429,2,1,0,0,2.484,0,1,0,4.711,0
5.131,0,50,3,3.829,1.126,10.558,9,1.009,1.104,0,0,0,1.269,2,0,0,0,2.384,0,0,23.875,2.895,0
5.095,1,34.9,4,3.866,0.737,10.802,11,1.003,1.137,0,0,0,1.207,2,0,0,0,2.383,0,0,34.836,3.664,0
5.993,0,42.9,0,4.84,0.692,12.114,0,1.059,1.103,0,0,0,1.366,15,0,1,0,2.804,0,0,0,2.191,0
5.775,8,36.7,2,4.057,1.81,11.419,8,0.98,1.133,0,0,0,1.234,6,0,0,0,2.678,0,0,26.695,3.151,0
5.029,3,46.2,0,3.479,1.139,10.174,0,0.977,1.115,0,0,0,1.312,3,0,0,0,2.369,0.001,0,0,1.808,0
5.092,0,41.9,0,3.418,0.985,10.296,0,0.966,1.121,0,0,0,1.293,3,0,0,0,2.387,0.001,0,0,1.554,0
5.493,0,38.5,0,3.145,0.853,10.592,0,0.964,1.128,0,0,0,1.288,3,0,0,0,2.53,-0.006,0,0,0.818,0
5.352,0,58.3,2,3.898,0.682,10.784,8,1.021,1.084,0,0,0,1.327,6,0,1,0,2.518,0,0,24.433,1.322,0
5.416,3,51.9,3,4.305,0.73,10.964,11,1.031,1.097,0,0,0,1.309,6,1,0,0,2.551,0,1,24.769,1.407,0
5.352,0,56,3,3.807,0.682,10.784,11,1.021,1.092,0,0,0,1.291,6,0,0,0,2.518,0,0,24.305,1.322,0
5.386,0,60,2,3.973,0.548,10.964,8,1.002,1.083,0,0,0,1.336,10,0,0,0,2.548,0,0,25.26,1.599,0
5.418,0,54.5,0,5.692,0.72,11.151,0,1.078,1.022,0,0,0,1.617,2,1,0,0,2.532,0,1,0,2.359,0
4.992,2,46.2,0,3.896,0.75,10.568,0,1.01,1.114,0,0,0,1.323,2,0,1,0,2.368,0,0,0,2.478,0
4.89,2,46.3,0,3.88,1.745,10.484,0,0.974,1.113,0,0,0,1.311,2,0,0,0,2.33,0,0,0,4.222,0
4.893,0,48.4,0,3.603,0.648,10.32,0,0.97,1.107,0,0,0,1.334,2,0,0,0,2.312,0,0,0,2.866,0
4.644,2,31.8,1,3.937,4.12,10.222,3,0.973,1.144,0,0,0,1.175,1,0,0,0,2.306,0,0,11.381,9.52,0
4.303,0,41.7,0,2.938,0.862,9.067,0,0.977,1.097,0,0,0,1.439,1,0,0,0,2.115,0.125,0,0,0.956,0
4.802,1,46.7,0,3.501,0.664,10.012,0,1.001,1.078,0,0,0,1.428,3,0,0,0,2.364,-0.007,0,0,1.146,0
4.802,4,50,0,4.212,0,10.767,0,1.006,1.069,0,0,0,1.455,6,0,0,0,2.406,0,0,0,4.164,0
5.199,10,46.4,1,3.826,0.604,10.853,2,1.006,1.12,0,0,0,1.301,7,0,0,3,2.726,0,0,0,2.47,0
4.414,0,42.9,0,2.868,0.802,9.183,0,0.982,1.125,0,0,0,1.295,1,0,0,0,2.101,-0.077,0,0,0.975,0
4.414,0,42.9,0,2.868,0.802,9.183,0,0.982,1.125,0,0,0,1.298,1,0,0,0,2.101,-0.077,0,0,0.975,0
4.414,0,45.5,0,3.11,0.802,9.183,0,1.018,1.116,0,0,0,1.323,1,0,1,0,2.101,-0.081,0,0,0.975,0
4.499,1,50,0,3.059,1.125,9.311,0,1.007,1.118,0,0,0,1.315,1,0,0,0,2.136,0.047,0,0,1.481,0
4.414,0,30,0,2.736,0.802,9.183,0,0.97,1.149,0,0,0,1.178,1,0,0,0,2.101,-0.065,0,0,0.975,0
4.861,1,52.9,0,3.268,0,9.863,0,0.985,1.103,0,0,0,1.338,3,0,0,0,2.303,-0.007,0,0,1.047,0
5.325,2,40,1,3.647,1.25,10.764,2,0.982,1.127,0,0,0,1.265,3,0,0,0,2.447,0,0,0,1.996,0
4.599,4,26.7,2,3.676,0,10.013,0,1.007,1.139,0,0,0,1.215,2,0,0,0,2.211,-0.001,0,0,3.499,0
4,0,25,0,2.605,0,8.623,0,0.984,1.166,0,0,0,1.107,1,0,0,0,2,0.121,0,0,0.667,0
4.93,7,39.1,0,3.584,0.673,10.289,0,1.012,1.144,0,0,0,1.242,2,0,0,0,2.334,-0.001,0,0,2.214,0
5.286,6,36.4,3,3.805,1.622,10.617,12,1.018,1.14,0,0,0,1.224,1,0,0,0,2.458,0,0,35.814,1.615,0
5.022,14,44.7,4,4.825,0.795,11.593,6,1.014,1.12,0,0,0,1.291,4,0,1,0,2.393,0,0,49.914,8.322,0
5.067,2,51.2,4,4.252,0.584,11.145,12,1.02,1.105,0,0,0,1.286,4,0,0,0,2.419,0,0,46.841,4.947,0
5.31,6,37.5,3,4.14,1.251,11.115,8,1.02,1.131,0,0,0,1.26,2,0,1,0,2.473,0,0,12.059,3.069,0
5.302,0,31,3,4.172,1.928,10.762,8,1.045,1.121,0,0,0,1.316,1,0,1,0,2.377,0,0,0,2.989,0
4.596,0,30.4,0,2.867,0.875,9.54,0,0.969,1.148,0,0,0,1.2,1,0,0,0,2.175,0.037,0,0,1.069,0
4.799,4,28,0,3.579,1.604,10.026,0,1.015,1.164,0,0,0,1.211,1,0,1,0,2.283,-0.002,0,0,2.211,0
4.816,6,28.6,0,3.637,1.59,10.18,0,1.009,1.161,0,0,0,1.221,1,0,1,0,2.294,0.001,0,0,2.457,0
5.219,0,39.6,3,3.964,1.362,11.07,11,0.989,1.126,0,0,0,1.257,2,0,0,0,2.616,0,0,24.463,4.097,0
5.065,2,40.6,1,3.587,1.938,10.289,3,0.984,1.126,0,0,0,1.276,1,0,0,0,2.337,-0.001,0,11.766,2.563,0
5.216,3,38.8,4,4.066,1.092,11.197,15,1,1.129,0,0,0,1.225,4,0,0,0,2.613,0,0,37.047,4.681,0
4.992,2,43.8,0,3.677,0.75,10.568,0,0.981,1.122,0,0,0,1.298,2,0,0,0,2.368,0,0,0,2.478,0
4.85,6,46.4,1,4.117,0.697,10.609,2,1.033,1.111,0,0,0,1.318,2,0,1,0,2.299,0,0,11.732,4.266,0
4.593,3,38.9,1,3.232,1.461,9.665,1,1.01,1.136,0,0,0,1.231,1,0,0,0,2.175,0.015,0,10.28,2.298,0
5.014,0,57.1,1,3.556,0,10.384,4,0.993,1.089,0,0,0,1.356,6,0,0,0,2.469,-0.001,0,0,1.305,0
3.932,0,40,0,3.303,2.585,9.11,0,0.965,1.125,0,0,0,1.304,0,0,0,0,1.942,-0.007,0,0,4.891,0
3,0,20,0,2.771,0.918,6.594,0,1.083,1.144,0,0,0,1.306,0,0,0,0,1.414,0.87,0,0,1.333,0
3,0,20,0,3.572,0.918,6.594,0,1.064,1.123,0,0,0,1.439,0,1,0,0,1.414,0.803,0,0,1.333,0
3.618,0,27.3,0,4.081,1.522,7.853,0,0.999,1.122,0,0,0,1.43,0,1,0,0,1.732,0.319,0,0,2.094,0
3.732,0,28.6,0,3.09,1.585,8.16,0,1.005,1.14,0,0,0,1.258,0,0,1,0,1.802,-0.211,0,0,2.488,0
3.732,0,29.4,0,3.605,1.585,8.16,0,0.972,1.137,0,0,0,1.297,0,1,0,0,1.802,-0.187,1,0,2.488,0
3.932,0,31.3,0,4.294,2.585,9.11,0,0.974,1.133,0,0,0,1.306,0,1,0,0,1.942,-0.006,1,0,4.891,0
5.303,0,29.4,0,4.758,1.392,10.053,0,1.013,1.109,0,0,0,1.461,0,1,0,0,2.236,0.038,0,0,1.164,0
5.646,0,25,0,3.647,0.811,10.505,0,1.246,1.213,0,0,2,1.216,0,0,0,0,2.303,-0.094,0,0,1.411,0
4.562,0,33.3,0,3.486,0.918,9.184,0,1.177,1.101,0,0,0,1.384,0,0,0,0,2,-0.257,0,0,1.521,0
4.947,0,40,0,3.939,1.371,9.956,0,1.159,1.091,0,0,0,1.396,0,0,1,0,2.214,-0.028,0,0,2.232,0
5.13,0,30,1,3.061,1.761,10.106,1,0.972,1.145,0,0,0,1.2,0,0,0,0,2.175,-0.021,0,0,2.729,0
5.311,0,29,2,3.168,1.823,10.13,6,0.984,1.147,0,0,0,1.137,0,0,0,0,2.255,0.012,0,0,2.301,0
5.236,0,25,3,2.906,1.406,9.967,9,1.014,1.156,0,0,0,1.063,0,0,0,0,2.189,-0.08,0,0,1.309,0
5.303,0,23.8,4,3.037,1.392,10.053,12,1.029,1.159,0,0,0,1.044,0,0,0,0,2.236,0.047,0,0,1.164,0
6.177,0,29.2,1,4.01,1.617,11.591,1,1.231,1.317,0,0,0,0.908,0,0,0,0,2.605,0,0,0,2.885,0
4.362,0,23.8,2,2.882,1.906,9.059,0,1.003,1.162,0,0,0,1.1,0,0,0,0,2,-0.079,0,0,2.524,0
4.347,0,31,2,3.192,2.3,9.338,3,0.986,1.143,0,0,0,1.167,0,0,0,0,2.011,0.013,0,10.622,4.098,0
4.471,0,32.3,1,3.169,2.231,9.373,2,0.973,1.141,0,0,0,1.193,0,0,0,0,2.074,0.012,0,0,3.015,0
4.243,0,31.3,4,3.474,0,9.8,4,1.008,1.143,0,0,0,1.099,2,0,0,0,2.24,-0.001,0,0,5.475,0
3.902,0,27.3,2,3.437,2.322,8.881,0,1.022,1.146,0,0,0,1.168,0,0,0,0,1.919,-0.026,0,0,4.086,0
3.98,0,31.3,0,3.955,3.459,9.814,0,0.964,1.134,0,0,0,1.254,0,0,0,0,1.981,0,0,0,8.931,0
5.197,0,30.4,2,3.027,1.436,10.091,2,0.993,1.145,0,0,0,1.177,0,0,0,0,2.194,0.044,0,10.538,2.176,0
4.17,0,25,1,2.488,0.971,8.597,2,1.007,1.163,0,0,0,1.161,0,0,0,0,1.848,0.397,0,9.431,1.542,0
5.334,0,36,6,4.052,2.273,10.952,24,1.009,1.133,0,0,0,1.204,0,0,0,0,2.328,0,0,34.898,3.178,0
4.236,1,31.4,1,3.64,3.128,9.766,1,0.972,1.144,0,0,0,1.192,0,0,0,0,1.991,0,0,10.523,7.244,0
4.724,0,34.9,3,4.016,3.711,10.425,6,0.98,1.135,0,0,0,1.212,1,0,0,0,2.31,0,0,22.241,9.474,0
5.332,0,36.6,6,3.932,2.396,10.694,18,1.02,1.132,0,0,0,1.184,0,0,0,0,2.315,0,0,33.525,2.891,0
5.332,0,35.9,7,3.942,2.396,10.694,21,1.032,1.133,0,0,0,1.169,0,0,0,0,2.315,0,0,33.28,2.891,0
5.145,0,33.3,2,3.159,1.371,10.236,5,0.993,1.139,0,0,0,1.22,0,0,0,0,2.205,-0.025,0,10.837,2.499,0
4.414,0,28.6,2,3.059,1.379,9.222,1,1.037,1.145,0,0,0,1.195,0,0,1,0,2,0.149,0,9.797,2.133,0
5.262,0,25,2,3.438,0.863,10.026,0,1.174,1.135,0,0,1,1.244,0,0,0,0,2.175,0.161,0,9.625,1.435,0
5.35,0,29.4,4,3.468,1.975,10.725,16,1.004,1.147,0,0,0,1.132,0,0,0,0,2.288,-0.002,0,11.395,3.488,0
5.342,0,32.3,8,5.191,4.189,11.504,24,0.979,1.135,0,0,0,1.218,0,0,0,0,2.338,0,0,53.149,7.261,0
5.291,0,32,3,3.262,1.686,10.308,7,1.007,1.141,0,0,0,1.185,0,0,0,0,2.244,0.014,0,21.759,2.733,0
4,0,20,1,2.615,0.811,8.318,0,1.005,1.138,0,0,0,1.288,0,0,0,0,1.732,-0.557,0,9.556,1,0
5.103,0,28.6,4,3.329,1.792,10.281,5,1.014,1.149,0,0,0,1.135,0,0,0,0,2.165,-0.008,0,10.731,3.506,0
4.343,1,23.5,0,3.126,1.5,9.309,0,1.002,1.157,0,0,0,1.25,0,0,0,0,2,-0.083,0,0,2.682,0
4.414,0,9.1,2,2.946,1.379,9.222,2,1.097,1.219,0,0,0,1.074,0,0,0,0,2,0.171,0,18.567,2.133,0
4.17,0,20,0,2.959,0.971,8.597,0,1.002,1.117,0,0,0,1.408,0,0,0,0,1.848,0.387,0,0,1.542,0
5.262,0,23.1,4,3.907,2.217,10.2,9,1.051,1.143,0,0,0,1.207,0,0,0,0,2.25,-0.002,0,11.647,2.369,0
5.284,0,26.3,6,4.028,2.187,10.651,10,1.024,1.131,0,0,0,1.244,0,0,0,0,2.314,0,0,23.28,2.965,0
5.192,0,28.6,4,3.904,2.797,10.588,10,0.986,1.143,0,0,0,1.181,0,0,0,0,2.242,0,0,11.913,5.313,0
5.646,0,26.7,1,3.465,0.811,10.505,0,1.048,1.141,0,0,1,1.264,0,0,1,0,2.303,-0.08,0,0,1.411,0
5.27,0,27.7,3,3.885,2.388,10.649,6,0.993,1.145,0,0,0,1.235,0,0,0,0,2.284,0,0,0,3.036,0
5.331,0,24.3,3,3.511,1.95,10.236,9,0.989,1.146,0,0,0,1.225,0,0,0,0,2.292,-0.002,0,0,2.105,0
5.303,0,26.3,2,4.229,1.392,10.053,6,1.022,1.136,0,0,0,1.25,0,1,0,0,2.236,0.043,0,0,1.164,0
4.461,0,25,2,2.988,1.891,9.202,0,0.998,1.159,0,0,0,1.101,0,0,0,0,2.053,0.044,0,0,2.244,0
5.098,0,27.3,2,2.876,1.5,9.872,0,0.993,1.151,0,0,0,1.122,0,0,0,0,2.112,-0.077,0,0,2.472,0
5.384,0,28.6,2,3.094,1.371,10.315,8,0.986,1.148,0,0,0,1.138,0,0,0,0,2.288,-0.023,0,0,1.985,0
5.102,0,28.6,3,3.054,1.436,10.05,4,1.014,1.149,0,0,0,1.138,0,0,0,0,2.136,0.047,0,10.143,2.695,0
5.351,0,31.2,2,4.697,3.066,10.673,5,0.969,1.136,0,0,0,1.294,0,0,0,0,2.328,0,0,12.585,6.801,0
5.311,2,24.4,3,3.766,2.1,10.646,9,0.993,1.152,0,0,0,1.239,0,0,0,0,2.267,0,0,0,4.692,0
5.365,0,40.7,0,3.245,1.455,10.315,0,0.966,1.123,0,0,0,1.279,1,0,0,0,2.315,-0.007,0,0,1.897,0
4.923,0,46.7,2,3.413,1.185,9.911,4,1.042,1.107,0,0,0,1.268,1,0,1,0,2.267,0.015,0,10.337,1.563,0
4.745,4,40,0,3.937,1.936,10.509,0,0.974,1.128,0,0,0,1.269,2,0,0,1,2.283,0,0,0,5.249,0
4.732,1,41.2,0,2.984,0.875,9.579,0,0.979,1.127,0,0,0,1.287,1,0,0,0,2.194,0.043,0,0,0.854,0
4.562,1,41.2,0,2.984,0.875,9.54,0,0.979,1.127,0,0,0,1.282,1,0,0,0,2.17,0.043,0,0,1.14,0
4.835,2,40.7,2,3.547,1.876,10.186,3,1.002,1.126,0,0,0,1.261,1,0,0,0,2.263,0.001,0,21.912,3.249,0
4.843,1,40.9,1,3.715,1.662,10.166,2,1.022,1.121,0,0,0,1.285,1,0,1,0,2.283,-0.002,0,10.99,2.652,0
4.883,2,40,2,3.607,1.831,10.332,3,0.998,1.127,0,0,0,1.264,1,0,0,0,2.297,-0.001,0,22.051,3.288,0
4.522,3,36,0,3.253,1.887,9.535,0,0.98,1.14,0,0,0,1.231,1,0,0,0,2.157,-0.007,0,0,3.141,0
5.006,3,33.3,4,3.583,1.23,10.309,8,1.083,1.153,0,2,0,1.194,1,0,0,0,2.338,-0.003,0,41.057,1.873,0
5.386,9,33.3,4,4.091,1.708,11.059,8,1.057,1.171,0,2,1,1.142,1,0,0,0,2.479,0,0,44.711,2.168,0
4.732,1,42.9,2,3.193,1.187,9.642,4,1.037,1.125,0,1,0,1.241,1,0,0,0,2.194,-0.027,0,20.013,1.659,0
5.029,1,42.9,2,3.647,1.16,10.122,4,1.084,1.117,0,1,0,1.297,1,0,1,0,2.318,-0.008,0,20.473,1.572,0
4.965,1,42.9,2,3.647,1.16,10.099,4,1.084,1.117,0,1,0,1.295,1,0,1,0,2.305,-0.008,0,20.473,1.553,0
4.675,0,52.2,1,3.495,0,9.971,4,0.989,1.099,0,0,0,1.306,2,0,0,0,2.236,0.001,0,0,2.829,0
4.562,1,40,1,3.011,0.875,9.54,2,1.005,1.13,0,0,0,1.226,1,0,0,0,2.17,0.046,0,0,1.14,0
4.687,1,38.5,2,3.459,1.604,10.007,3,1.002,1.131,0,0,0,1.229,1,0,0,0,2.242,-0.002,0,10.681,2.731,0
4.77,1,40,3,3.299,1.185,9.882,6,1.057,1.13,0,1,0,1.212,1,0,0,0,2.236,0.015,0,20.072,1.74,0
